"GROUP","value","concept","variable","periode_group","siteid"
"ARDS_sup_49",24,"patient","dead_less_28","all","FRBDX"
"ARDS_sup_49",29,"patient","dead_less_90","all","FRBDX"
"ARDS_sup_49",82,"patient","out_hospit_28","all","FRBDX"
"ARDS_sup_49",112,"patient","out_hospit_90","all","FRBDX"
"NO_ARDS_18_49",0,"patient","dead","all","FRBDX"
"NO_ARDS_18_49",0,"patient","dead_less_28","all","FRBDX"
"NO_ARDS_18_49",0,"patient","dead_less_90","all","FRBDX"
"NO_ARDS_18_49",118,"patient","out_hospit_28","all","FRBDX"
"NO_ARDS_18_49",119,"patient","out_hospit_90","all","FRBDX"
"NO_ARDS_sup_49",38,"patient","dead","all","FRBDX"
"NO_ARDS_sup_49",35,"patient","dead_less_28","all","FRBDX"
"NO_ARDS_sup_49",38,"patient","dead_less_90","all","FRBDX"
"NO_ARDS_sup_49",414,"patient","out_hospit_28","all","FRBDX"
"NO_ARDS_sup_49",439,"patient","out_hospit_90","all","FRBDX"
"OTHERS_18_49",-99,"patient","dead","all","FRBDX"
"OTHERS_18_49",0,"patient","dead_less_28","all","FRBDX"
"OTHERS_18_49",-99,"patient","dead_less_90","all","FRBDX"
"OTHERS_18_49",4,"patient","out_hospit_28","all","FRBDX"
"OTHERS_18_49",4,"patient","out_hospit_90","all","FRBDX"
"OTHERS_sup_49",34,"patient","dead","all","FRBDX"
"OTHERS_sup_49",29,"patient","dead_less_28","all","FRBDX"
"OTHERS_sup_49",33,"patient","dead_less_90","all","FRBDX"
"OTHERS_sup_49",46,"patient","out_hospit_28","all","FRBDX"
"OTHERS_sup_49",54,"patient","out_hospit_90","all","FRBDX"
"ARDS_18_49",0,"patient","dead","Aug_Dec","FRBDX"
"ARDS_18_49",0,"patient","dead_less_28","Aug_Dec","FRBDX"
"ARDS_18_49",0,"patient","dead_less_90","Aug_Dec","FRBDX"
"ARDS_18_49",-99,"patient","out_hospit_28","Aug_Dec","FRBDX"
"ARDS_18_49",3,"patient","out_hospit_90","Aug_Dec","FRBDX"
"ARDS_18_49",0,"patient","dead","Jan_Jul","FRBDX"
"ARDS_18_49",0,"patient","dead_less_28","Jan_Jul","FRBDX"
"ARDS_18_49",0,"patient","dead_less_90","Jan_Jul","FRBDX"
"ARDS_18_49",3,"patient","out_hospit_28","Jan_Jul","FRBDX"
"ARDS_18_49",10,"patient","out_hospit_90","Jan_Jul","FRBDX"
"ARDS_sup_49",11,"patient","dead","Aug_Dec","FRBDX"
"ARDS_sup_49",8,"patient","dead_less_28","Aug_Dec","FRBDX"
"ARDS_sup_49",11,"patient","dead_less_90","Aug_Dec","FRBDX"
"ARDS_sup_49",41,"patient","out_hospit_28","Aug_Dec","FRBDX"
"ARDS_sup_49",46,"patient","out_hospit_90","Aug_Dec","FRBDX"
"ARDS_sup_49",19,"patient","dead","Jan_Jul","FRBDX"
"ARDS_sup_49",16,"patient","dead_less_28","Jan_Jul","FRBDX"
"ARDS_sup_49",18,"patient","dead_less_90","Jan_Jul","FRBDX"
"ARDS_sup_49",41,"patient","out_hospit_28","Jan_Jul","FRBDX"
"ARDS_sup_49",66,"patient","out_hospit_90","Jan_Jul","FRBDX"
"NO_ARDS_18_49",0,"patient","dead","Aug_Dec","FRBDX"
"NO_ARDS_18_49",0,"patient","dead_less_28","Aug_Dec","FRBDX"
"NO_ARDS_18_49",0,"patient","dead_less_90","Aug_Dec","FRBDX"
"NO_ARDS_18_49",86,"patient","out_hospit_28","Aug_Dec","FRBDX"
"NO_ARDS_18_49",87,"patient","out_hospit_90","Aug_Dec","FRBDX"
"NO_ARDS_18_49",0,"patient","dead","Jan_Jul","FRBDX"
"NO_ARDS_18_49",0,"patient","dead_less_28","Jan_Jul","FRBDX"
"NO_ARDS_18_49",0,"patient","dead_less_90","Jan_Jul","FRBDX"
"NO_ARDS_18_49",32,"patient","out_hospit_28","Jan_Jul","FRBDX"
"NO_ARDS_18_49",32,"patient","out_hospit_90","Jan_Jul","FRBDX"
"NO_ARDS_sup_49",21,"patient","dead","Aug_Dec","FRBDX"
"NO_ARDS_sup_49",20,"patient","dead_less_28","Aug_Dec","FRBDX"
"NO_ARDS_sup_49",21,"patient","dead_less_90","Aug_Dec","FRBDX"
"NO_ARDS_sup_49",252,"patient","out_hospit_28","Aug_Dec","FRBDX"
"NO_ARDS_sup_49",264,"patient","out_hospit_90","Aug_Dec","FRBDX"
"NO_ARDS_sup_49",17,"patient","dead","Jan_Jul","FRBDX"
"NO_ARDS_sup_49",15,"patient","dead_less_28","Jan_Jul","FRBDX"
"NO_ARDS_sup_49",17,"patient","dead_less_90","Jan_Jul","FRBDX"
"NO_ARDS_sup_49",162,"patient","out_hospit_28","Jan_Jul","FRBDX"
"NO_ARDS_sup_49",175,"patient","out_hospit_90","Jan_Jul","FRBDX"
"OTHERS_18_49",-99,"patient","dead","Aug_Dec","FRBDX"
"OTHERS_18_49",0,"patient","dead_less_28","Aug_Dec","FRBDX"
"OTHERS_18_49",-99,"patient","dead_less_90","Aug_Dec","FRBDX"
"OTHERS_18_49",3,"patient","out_hospit_28","Aug_Dec","FRBDX"
"OTHERS_18_49",3,"patient","out_hospit_90","Aug_Dec","FRBDX"
"OTHERS_18_49",0,"patient","dead","Jan_Jul","FRBDX"
"OTHERS_18_49",0,"patient","dead_less_28","Jan_Jul","FRBDX"
"OTHERS_18_49",0,"patient","dead_less_90","Jan_Jul","FRBDX"
"OTHERS_18_49",-99,"patient","out_hospit_28","Jan_Jul","FRBDX"
"OTHERS_18_49",-99,"patient","out_hospit_90","Jan_Jul","FRBDX"
"OTHERS_sup_49",17,"patient","dead","Aug_Dec","FRBDX"
"OTHERS_sup_49",16,"patient","dead_less_28","Aug_Dec","FRBDX"
"OTHERS_sup_49",17,"patient","dead_less_90","Aug_Dec","FRBDX"
"OTHERS_sup_49",28,"patient","out_hospit_28","Aug_Dec","FRBDX"
"OTHERS_sup_49",32,"patient","out_hospit_90","Aug_Dec","FRBDX"
"OTHERS_sup_49",17,"patient","dead","Jan_Jul","FRBDX"
"OTHERS_sup_49",13,"patient","dead_less_28","Jan_Jul","FRBDX"
"OTHERS_sup_49",16,"patient","dead_less_90","Jan_Jul","FRBDX"
"OTHERS_sup_49",18,"patient","out_hospit_28","Jan_Jul","FRBDX"
"OTHERS_sup_49",22,"patient","out_hospit_90","Jan_Jul","FRBDX"
